Title,Company,Location,Job_Url,Posted_Text,Posted_Date,Experience,Skills,Job_Type,Salary,Skills_List
Senior Data Scientist,Cognite,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-cognite-4446547646?position=40&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=CY%2FsAD9%2B9nprneqxk33Hdg%3D%3D,6 Days Ago,2026-08-19,Mid-Senior Level,"Python, Sql, Machine Learning, Aws, Azure, Gcp, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Aws', 'Azure', 'Gcp', 'Git']"
Machine Learning-Lead Ai And Data Science Engineer Ii,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-lead-ai-and-data-science-engineer-ii-at-deloitte-4440237541?position=41&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=9nBbA9gZfzOuRZDKrhMRxw%3D%3D,2 Weeks Ago,2026-08-06,Experience,"Python, Sql, Deep Learning, Nlp, Tensorflow, Pytorch, Keras, Aws, Azure, Gcp, Docker, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Keras', 'Aws', 'Azure', 'Gcp', 'Docker', 'Git']"
Machine Learning Engineer/Data Engineer,Adient,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-data-engineer-at-adient-4411506846?position=42&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=y2YBLZDJEvZuEr%2FdrZ%2BBYg%3D%3D,3 Months Ago,2026-05-14,Mid-Senior Level,"Python, Sql, Machine Learning, Pandas, Numpy, Scikit-Learn, Matplotlib, Azure",Full-Time,63750000.0,"['Python', 'Sql', 'Machine Learning', 'Pandas', 'Numpy', 'Scikit-Learn', 'Matplotlib', 'Azure']"
Data Scientist Iii,Navi,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-iii-at-navi-4448539970?position=43&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=3X%2FRViws2AlUdgrHuryzQg%3D%3D,3 Weeks Ago,2026-08-04,Mid-Senior Level,"Python, Machine Learning, Deep Learning, Tensorflow, Keras, Scikit-Learn",Full-Time,Not Disclosed,"['Python', 'Machine Learning', 'Deep Learning', 'Tensorflow', 'Keras', 'Scikit-Learn']"
Senior Lead Data Scientist,4Flow,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-lead-data-scientist-at-4flow-4443937418?position=44&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=3MrFo%2BiDZ5hKsbg4G%2BpL%2BA%3D%3D,1 Week Ago,2026-08-13,Mid-Senior Level,Machine Learning,Full-Time,Not Disclosed,['Machine Learning']
Lead Data Scientist,Philips,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-philips-4448528032?position=45&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=gPjq4tBbqGCq2xPLU3GjrA%3D%3D,1 Hour Ago,2026-08-26,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Nlp, Tensorflow, Pytorch, Aws, Azure",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Aws', 'Azure']"
Datanimbus - Ml Architect - Data Science,Datanimbus,Greater Kolkata Area,https://in.linkedin.com/jobs/view/datanimbus-ml-architect-data-science-at-datanimbus-4445358620?position=46&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=%2BecdVp550M9tOyZZRYYymg%3D%3D,1 Month Ago,2026-07-26,Mid-Senior Level,"Machine Learning, Tensorflow, Pytorch, Pandas, Scikit-Learn, Aws, Azure, Gcp, Spark, Databricks",Full-Time,22583333.333333332,"['Machine Learning', 'Tensorflow', 'Pytorch', 'Pandas', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Spark', 'Databricks']"
Analyst - Data Scientist,United Airlines India Knowledge Center,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/analyst-data-scientist-at-united-airlines-india-knowledge-center-4450731636?position=47&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=vqSNxzR2pSIgdw9%2BFPhK2A%3D%3D,2 Weeks Ago,2026-08-07,Entry Level,"Python, Sql, Machine Learning, Artificial Intelligence, Aws, Azure, Gcp, Git",Full-Time,50900000.0,"['Python', 'Sql', 'Machine Learning', 'Artificial Intelligence', 'Aws', 'Azure', 'Gcp', 'Git']"
Digital Manager,Ey,"Kolkata, West Bengal, India",https://in.linkedin.com/jobs/view/digital-manager-at-ey-4456528091?position=48&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=V0G0cr9JpK3WgRtVLifwQg%3D%3D,1 Day Ago,2026-08-24,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Azure, Docker, Kubernetes",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Azure', 'Docker', 'Kubernetes']"
Senior Data Scientist (5 To 8 Years),Fractal,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-5-to-8-years-at-fractal-4389546678?position=49&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=gbgPw3sP8Y7CW0%2BqcWFcSA%3D%3D,1 Week Ago,2026-08-14,Mid-Senior Level,"Python, R, Machine Learning, Azure, Gcp, Spark, Databricks",Full-Time,Not Disclosed,"['Python', 'R', 'Machine Learning', 'Azure', 'Gcp', 'Spark', 'Databricks']"
Product Specialist,Bajaj Finserv,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/product-specialist-at-bajaj-finserv-4420472918?position=50&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=WnGZV1oJ2xl%2B%2FRA35VsalA%3D%3D,2 Months Ago,2026-05-28,Associate,"Python, Sql, Tensorflow, Pytorch, Pandas, Spark, Mongodb, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Tensorflow', 'Pytorch', 'Pandas', 'Spark', 'Mongodb', 'Git']"
Data Scientist 10+Yrs,Iqlexa Technologies,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-10%2Byrs-at-iqlexa-technologies-4454168982?position=51&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=7e3WLBh5Cxl1Q300IO6Z1A%3D%3D,5 Days Ago,2026-08-21,Entry Level,"Python, Sql, Machine Learning, Deep Learning, Nlp, Tensorflow, Pytorch, Pandas, Numpy, Scikit-Learn, Aws, Azure, Gcp, Spark",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Pandas', 'Numpy', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Spark']"
Data Scientist,Exl,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-exl-4446724288?position=52&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=%2Fqm1QSidluRUKnCXRn43AA%3D%3D,5 Days Ago,2026-08-20,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Nlp, Pandas, Numpy, Scikit-Learn, Aws, Azure, Spark, Databricks",Full-Time,42266666.666666664,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Nlp', 'Pandas', 'Numpy', 'Scikit-Learn', 'Aws', 'Azure', 'Spark', 'Databricks']"
Straviso - Data Scientist - Artificial Intelligence/Machine Learning,Straviso,Greater Kolkata Area,https://in.linkedin.com/jobs/view/straviso-data-scientist-artificial-intelligence-machine-learning-at-straviso-4438549287?position=53&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=KA%2Bt%2FaJajYEhSFh0VpBYpw%3D%3D,1 Month Ago,2026-07-09,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Artificial Intelligence, Nlp, Tensorflow, Pytorch, Hugging Face, Scikit-Learn, Aws, Azure, Gcp, Docker, Kubernetes, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Nlp', 'Tensorflow', 'Pytorch', 'Hugging Face', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Docker', 'Kubernetes', 'Git']"
Principal Data Scientist - Digital Health,Alcon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/principal-data-scientist-digital-health-at-alcon-4450090718?position=54&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=TIK8z7%2F3MIuQ0a0N6lHqHQ%3D%3D,2 Weeks Ago,2026-08-07,Mid-Senior Level,"Python, Sql, Deep Learning, Aws, Azure, Gcp",Full-Time,Not Disclosed,"['Python', 'Sql', 'Deep Learning', 'Aws', 'Azure', 'Gcp']"
Sr Data Scientist,Here Technologies,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/sr-data-scientist-at-here-technologies-4442723388?position=55&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=clpWXwV2209LDDUMiyIruA%3D%3D,2 Weeks Ago,2026-08-11,Mid-Senior Level,"Python, Sql, R, Machine Learning, Deep Learning, Spark",Full-Time,2532.5,"['Python', 'Sql', 'R', 'Machine Learning', 'Deep Learning', 'Spark']"
"Data Scientist – Ai, Machine Learning & Analytics",Codeclouds,Greater Kolkata Area,https://in.linkedin.com/jobs/view/data-scientist-%E2%80%93-ai-machine-learning-analytics-at-codeclouds-4435630109?position=56&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=coo%2BcvQVCamfE%2FXyHXaAgA%3D%3D,2 Months Ago,2026-06-14,Mid-Senior Level,"Machine Learning, Deep Learning",Full-Time,Not Disclosed,"['Machine Learning', 'Deep Learning']"
Lead Data Scientist,Accenture In India,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-accenture-in-india-4448345079?position=57&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=Gg6rhxU2QkoecyJHIEmiEQ%3D%3D,22 Hours Ago,2026-08-25,Mid-Senior Level,"Python, Sql, R, Machine Learning, Tensorflow, Pytorch, Scikit-Learn, Aws, Azure, Gcp, Git",Full-Time,43166666.666666664,"['Python', 'Sql', 'R', 'Machine Learning', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Git']"
Senior Data Scientist,Usefulbi Corporation,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-usefulbi-corporation-4448171986?position=58&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=0niMvut5W%2BpLspVEclfXNQ%3D%3D,3 Weeks Ago,2026-08-03,Mid-Senior Level,"Python, Sql, Nlp, Tensorflow, Pytorch, Hugging Face, Pandas, Numpy, Scikit-Learn, Aws, Azure, Gcp, Docker, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Nlp', 'Tensorflow', 'Pytorch', 'Hugging Face', 'Pandas', 'Numpy', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Docker', 'Git']"
"Data Scientist Ii , Ultra",Affle,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-ii-ultra-at-affle-4450139004?position=59&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=QH3vnIKy9ZtZH6AUTFAbRw%3D%3D,1 Month Ago,2026-07-18,Mid-Senior Level,"Python, Sql, Machine Learning, Gcp",Full-Time,50900000.0,"['Python', 'Sql', 'Machine Learning', 'Gcp']"
Affle India - Data Scientist Ii,Affle,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/affle-india-data-scientist-ii-at-affle-4425952117?position=60&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=mkTqnGWwZ1e5MG7YtTUHaA%3D%3D,2 Months Ago,2026-06-09,Mid-Senior Level,"Python, Sql, Machine Learning, Gcp",Full-Time,50900000.0,"['Python', 'Sql', 'Machine Learning', 'Gcp']"
Ai Data Engineer [T500-28265],Comply,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/ai-data-engineer-t500-28265-at-comply-4450235303?position=2&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=sDwiBt4th8bH6mt9f%2FZTvQ%3D%3D,2 Weeks Ago,2026-08-06,Mid-Senior Level,"Python, Aws, Azure, Gcp",Full-Time,Not Disclosed,"['Python', 'Aws', 'Azure', 'Gcp']"
Ai / Ml Engineer,Accenture In India,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-accenture-in-india-4448497520?position=3&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=XudK%2BdZfmbyD7UhTOIzZAQ%3D%3D,2 Weeks Ago,2026-08-07,Mid-Senior Level,"Python, R, Machine Learning, Deep Learning, Artificial Intelligence",Full-Time,21733333.333333332,"['Python', 'R', 'Machine Learning', 'Deep Learning', 'Artificial Intelligence']"
Data Platform Engineer,Accenture In India,"Bhubaneswar, Odisha, India",https://in.linkedin.com/jobs/view/data-platform-engineer-at-accenture-in-india-4448338922?position=4&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=bCZhSKtQP7aTg72AlsCjDQ%3D%3D,21 Hours Ago,2026-08-25,Mid-Senior Level,Databricks,Full-Time,Not Disclosed,['Databricks']
Ai Engineer,Shamrock Ai,"Shillong, Meghalaya, India",https://in.linkedin.com/jobs/view/ai-engineer-at-shamrock-ai-4430825102?position=5&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=xI12t5YyUmBAW2g06lkukA%3D%3D,2 Months Ago,2026-06-22,Mid-Senior Level,"Python, R, Kubernetes, Databricks",Full-Time,Not Disclosed,"['Python', 'R', 'Kubernetes', 'Databricks']"
Data Scientist-Artificial Intelligence,Ibm,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4446241710?position=6&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=EfiwmjHjYK0EIClR%2FRHxwg%3D%3D,18 Hours Ago,2026-08-25,Mid-Senior Level,"Python, Sql, Machine Learning, Artificial Intelligence, Nlp, Tensorflow, Pytorch, Keras, Hugging Face, Pandas, Matplotlib, Aws, Azure, Gcp, Kubernetes, Mongodb",Full-Time,43166666.666666664,"['Python', 'Sql', 'Machine Learning', 'Artificial Intelligence', 'Nlp', 'Tensorflow', 'Pytorch', 'Keras', 'Hugging Face', 'Pandas', 'Matplotlib', 'Aws', 'Azure', 'Gcp', 'Kubernetes', 'Mongodb']"
Ai Engineer — Digital Transformation,Qube Cinema,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-engineer-%E2%80%94-digital-transformation-at-qube-cinema-4432005120?position=7&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=FpdSWFqMKBpQ3ViM0C0hxA%3D%3D,2 Months Ago,2026-06-22,Mid-Senior Level,"Python, Sql, R, Machine Learning, Deep Learning, Nlp, Tensorflow, Pytorch, Pandas, Numpy, Scikit-Learn, Docker, Postgresql, Git",Full-Time,106416666.66666667,"['Python', 'Sql', 'R', 'Machine Learning', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Pandas', 'Numpy', 'Scikit-Learn', 'Docker', 'Postgresql', 'Git']"
Ai/Ml Data Science / Gen Ai / Mlops,Cognizant,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-data-science-gen-ai-mlops-at-cognizant-4447622047?position=8&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=j5uWxzbvIRAmKRXqYJNLKA%3D%3D,2 Days Ago,2026-08-23,Mid-Senior Level,"Python, Machine Learning, Tensorflow, Pytorch, Azure, Docker, Kubernetes",Full-Time,63750000.0,"['Python', 'Machine Learning', 'Tensorflow', 'Pytorch', 'Azure', 'Docker', 'Kubernetes']"
India: Ai Analyst,H&P,"Taleigao, Goa, India",https://in.linkedin.com/jobs/view/india-ai-analyst-at-h-p-4435427574?position=9&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=PxojSBrr669ffwJLkx%2Bppg%3D%3D,1 Week Ago,2026-08-14,Mid-Senior Level,"Python, Machine Learning, Deep Learning, Nlp, Tensorflow, Pytorch, Scikit-Learn, Azure, Databricks",Full-Time,2113333.333333333,"['Python', 'Machine Learning', 'Deep Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Azure', 'Databricks']"
De-Python-Ai-Gds,Ey,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/de-python-ai-gds-at-ey-4409620299?position=10&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=e58fjGdHxloV8dPZzgqDbg%3D%3D,5 Days Ago,2026-08-20,Mid-Senior Level,"Python, Sql, Aws, Docker, Kubernetes, Postgresql",Full-Time,43166666.666666664,"['Python', 'Sql', 'Aws', 'Docker', 'Kubernetes', 'Postgresql']"
Predictive Analytics Data Scientist-Ai Labs,Adani Enterprises Limited,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/predictive-analytics-data-scientist-ai-labs-at-adani-enterprises-limited-4394339706?position=11&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=yWk0NU03oMIXIzJ7LYB7Zw%3D%3D,1 Week Ago,2026-08-15,Entry Level,"Machine Learning, Deep Learning, Artificial Intelligence, Aws, Azure, Gcp, Docker, Kubernetes",Full-Time,33933333.33333333,"['Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Aws', 'Azure', 'Gcp', 'Docker', 'Kubernetes']"
Data Scientist,Ericsson,Greater Kolkata Area,https://in.linkedin.com/jobs/view/data-scientist-at-ericsson-4455624551?position=12&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=w51VBRptuTs9ZoWeZOpSGA%3D%3D,6 Days Ago,2026-08-20,Experience,"Python, Machine Learning, Deep Learning, Nlp, Aws, Kubernetes, Databricks",Full-Time,Not Disclosed,"['Python', 'Machine Learning', 'Deep Learning', 'Nlp', 'Aws', 'Kubernetes', 'Databricks']"
Tech Lead - Ai And Analytics Solutions,Navasys Technologies,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/tech-lead-ai-and-analytics-solutions-at-navasys-technologies-4442333161?position=14&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=6ufvrVEZYvWbl5r9wEbTBQ%3D%3D,1 Month Ago,2026-07-26,Mid-Senior Level,"Python, Sql, Tensorflow, Pytorch, Scikit-Learn, Aws, Azure, Gcp, Spark",Full-Time,127500000.0,"['Python', 'Sql', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Spark']"
Ai Architect,Rhythm Innovations,"Bhubaneswar, Odisha, India",https://in.linkedin.com/jobs/view/ai-architect-at-rhythm-innovations-4395995137?position=15&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=jU%2FSATXp9TwZ83NYOBMfbw%3D%3D,4 Months Ago,2026-04-08,Mid-Senior Level,"Python, Sql, R, Java, Machine Learning, Artificial Intelligence, Nlp, Tensorflow, Pytorch, Scikit-Learn, Aws, Azure, Spark",Full-Time,Not Disclosed,"['Python', 'Sql', 'R', 'Java', 'Machine Learning', 'Artificial Intelligence', 'Nlp', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Aws', 'Azure', 'Spark']"
Data Scientist,Neurealm,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-neurealm-4446730739?position=16&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=og7dNYLcHx3ryV%2FD0KuJVA%3D%3D,3 Weeks Ago,2026-07-30,Associate,"Python, Sql, Machine Learning, Nlp, Tensorflow, Pytorch, Hugging Face, Scikit-Learn, Aws, Azure, Gcp, Docker",Full-Time,43166666.666666664,"['Python', 'Sql', 'Machine Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Hugging Face', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp', 'Docker']"
Junior Ai Specialist,Miratech,"Roorkee, Uttarakhand, India",https://in.linkedin.com/jobs/view/junior-ai-specialist-at-miratech-4455864405?position=17&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=7Ue%2BYgG%2B%2BZfMEWaEi7eocQ%3D%3D,2 Days Ago,2026-08-24,Mid-Senior Level,"Python, Sql, Machine Learning, Nlp, Tensorflow, Pytorch, Pandas, Numpy, Scikit-Learn, Aws, Azure, Gcp",Full-Time,36616666.666666664,"['Python', 'Sql', 'Machine Learning', 'Nlp', 'Tensorflow', 'Pytorch', 'Pandas', 'Numpy', 'Scikit-Learn', 'Aws', 'Azure', 'Gcp']"
Data Architect I - Ai Ml Architect,Ust,"Trivandrum, Kerala, India",https://in.linkedin.com/jobs/view/data-architect-i-ai-ml-architect-at-ust-4412006662?position=18&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=XcFVf0xG%2F6TvSfPG5txRhQ%3D%3D,2 Weeks Ago,2026-08-09,Mid-Senior Level,"Machine Learning, Artificial Intelligence, Tensorflow, Pytorch, Scikit-Learn, Aws, Azure, Spark",Full-Time,106916666.66666667,"['Machine Learning', 'Artificial Intelligence', 'Tensorflow', 'Pytorch', 'Scikit-Learn', 'Aws', 'Azure', 'Spark']"
Gen Ai Developer,Birlasoft,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/gen-ai-developer-at-birlasoft-4439874927?position=19&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=uQojP0DZEKSgwi1qpYVV0g%3D%3D,2 Weeks Ago,2026-08-05,Mid-Senior Level,"Python, Artificial Intelligence, Nlp, Tensorflow, Pytorch, Hugging Face, Scikit-Learn, Matplotlib, Aws, Azure, Gcp, Databricks, Git",Full-Time,Not Disclosed,"['Python', 'Artificial Intelligence', 'Nlp', 'Tensorflow', 'Pytorch', 'Hugging Face', 'Scikit-Learn', 'Matplotlib', 'Aws', 'Azure', 'Gcp', 'Databricks', 'Git']"
Data Scientist,Kanini,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-kanini-4386537210?position=20&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=tISYZg8v%2FVxpp5vnekSkHQ%3D%3D,5 Months Ago,2026-03-16,Mid-Senior Level,"Python, Java, Aws, Azure, Gcp, Docker, Kubernetes",Full-Time,43166666.666666664,"['Python', 'Java', 'Aws', 'Azure', 'Gcp', 'Docker', 'Kubernetes']"
Agentic Solutions-Ai And Data Science Engineer Ii,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/agentic-solutions-ai-and-data-science-engineer-ii-at-deloitte-4457918380?position=21&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=zZnZVQt0Bpo6q%2FYRlITGug%3D%3D,2 Hours Ago,2026-08-26,Experience,"Python, Sql, Deep Learning, Artificial Intelligence, Nlp, Docker, Git",Full-Time,Not Disclosed,"['Python', 'Sql', 'Deep Learning', 'Artificial Intelligence', 'Nlp', 'Docker', 'Git']"
Gen Ai,Virtusa,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/gen-ai-at-virtusa-4388473468?position=22&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=b5ZDQ3fcKU3ta1C3Fv6i2A%3D%3D,4 Days Ago,2026-08-22,Associate,"Python, Machine Learning, Nlp, Gcp",Full-Time,Not Disclosed,"['Python', 'Machine Learning', 'Nlp', 'Gcp']"
Ai Engineer (Data &Amp; Ai Practice),Kasadara Technology Solutions,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-engineer-data-amp-ai-practice-at-kasadara-technology-solutions-4449456176?position=23&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=RCw7%2Fb7aZPRFSozTx3e54g%3D%3D,3 Weeks Ago,2026-08-05,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Artificial Intelligence, Nlp, Power Bi, Azure, Docker, Kubernetes, Databricks, Postgresql, Git",Full-Time,127500000.0,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Nlp', 'Power Bi', 'Azure', 'Docker', 'Kubernetes', 'Databricks', 'Postgresql', 'Git']"
Ai/Ml Engineer,Chicmic Studios,"Sahibzada Ajit Singh Nagar, Punjab, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-chicmic-studios-4441042809?position=27&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=HKxP0ZDCmtXpWikVqI%2Fqhg%3D%3D,1 Month Ago,2026-07-22,Mid-Senior Level,"Python, R, Machine Learning, Deep Learning, Pytorch, Hugging Face, Aws, Azure, Gcp, Docker, Git",Full-Time,25800000.0,"['Python', 'R', 'Machine Learning', 'Deep Learning', 'Pytorch', 'Hugging Face', 'Aws', 'Azure', 'Gcp', 'Docker', 'Git']"
Machine Learning  Engineer Mid Level,Capestart,"Nagercoil, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-mid-level-at-capestart-4416630757?position=29&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=xZ0pxfxWOpGgRrmLTa%2BoLA%3D%3D,3 Months Ago,2026-05-19,Mid-Senior Level,"Python, Sql, Machine Learning, Deep Learning, Tensorflow, Pytorch, Keras, Pandas, Numpy, Aws, Azure, Gcp, Spark",Full-Time,25750000.0,"['Python', 'Sql', 'Machine Learning', 'Deep Learning', 'Tensorflow', 'Pytorch', 'Keras', 'Pandas', 'Numpy', 'Aws', 'Azure', 'Gcp', 'Spark']"
Ai / Ml Engineer,Sequence Dynamics,"Itanagar, Arunachal Pradesh, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-sequence-dynamics-4449430937?position=30&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=z0uWqVL1CAcjdnBy0OrfXA%3D%3D,3 Weeks Ago,2026-08-05,Mid-Senior Level,"Python, Nlp, Tensorflow, Pytorch",Full-Time,Not Disclosed,"['Python', 'Nlp', 'Tensorflow', 'Pytorch']"
Artificial Intelligence Manager,Orlin Apparel,"Surat, Gujarat, India",https://in.linkedin.com/jobs/view/artificial-intelligence-manager-at-orlin-apparel-4457229808?position=31&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=c9OUMNwPebAm6MJ9bwZbYA%3D%3D,2 Hours Ago,2026-08-26,Mid-Senior Level,"Machine Learning, Artificial Intelligence",Full-Time,Not Disclosed,"['Machine Learning', 'Artificial Intelligence']"
