title,company,location,job_url,posted_text,posted_date,experience,salary,skills,job_type,salary_min,salary_max
AI Architect,Rhythm Innovations,"Bhubaneswar, Odisha, India",https://in.linkedin.com/jobs/view/ai-architect-at-rhythm-innovations-4395995137?position=15&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=jU%2FSATXp9TwZ83NYOBMfbw%3D%3D,4 months ago,2026-04-08,Mid-Senior level,,"Python, SQL, R, Java, Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Scikit-learn, AWS, Azure, Spark",Full-time,,
Data Scientist,Neurealm,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-neurealm-4446730739?position=16&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=og7dNYLcHx3ryV%2FD0KuJVA%3D%3D,3 weeks ago,2026-07-30,Associate,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, AWS, Azure, GCP, Docker",Full-time,1000000.0,3000000.0
Junior AI Specialist,Miratech,"Roorkee, Uttarakhand, India",https://in.linkedin.com/jobs/view/junior-ai-specialist-at-miratech-4455864405?position=17&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=7Ue%2BYgG%2B%2BZfMEWaEi7eocQ%3D%3D,2 days ago,2026-08-24,Mid-Senior level,"₹850,000.00
            -
            ₹2,400,000.00","Python, SQL, Machine Learning, NLP, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP",Full-time,850000.0,2400000.0
Data Architect I - AI ML Architect,UST,"Trivandrum, Kerala, India",https://in.linkedin.com/jobs/view/data-architect-i-ai-ml-architect-at-ust-4412006662?position=18&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=XcFVf0xG%2F6TvSfPG5txRhQ%3D%3D,2 weeks ago,2026-08-09,Mid-Senior level,"₹2,500,000.00
            -
            ₹5,500,000.00","Machine Learning, Artificial Intelligence, TensorFlow, PyTorch, Scikit-learn, AWS, Azure, Spark",Full-time,2500000.0,5500000.0
GEN AI Developer,Birlasoft,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/gen-ai-developer-at-birlasoft-4439874927?position=19&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=uQojP0DZEKSgwi1qpYVV0g%3D%3D,2 weeks ago,2026-08-05,Mid-Senior level,,"Python, Artificial Intelligence, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, Matplotlib, AWS, Azure, GCP, Databricks, Git",Full-time,,
Data Scientist,KANINI,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-kanini-4386537210?position=20&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=tISYZg8v%2FVxpp5vnekSkHQ%3D%3D,5 months ago,2026-03-16,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, Java, AWS, Azure, GCP, Docker, Kubernetes",Full-time,1000000.0,3000000.0
Agentic Solutions-AI and Data Science Engineer II,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/agentic-solutions-ai-and-data-science-engineer-ii-at-deloitte-4457918380?position=21&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=zZnZVQt0Bpo6q%2FYRlITGug%3D%3D,2 hours ago,2026-08-26,Not Applicable,,"Python, SQL, Deep Learning, Artificial Intelligence, NLP, Docker, Git",Full-time,,
GEN AI,Virtusa,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/gen-ai-at-virtusa-4388473468?position=22&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=b5ZDQ3fcKU3ta1C3Fv6i2A%3D%3D,4 days ago,2026-08-22,Associate,,"Python, Machine Learning, NLP, GCP",Full-time,,
AI Engineer (Data &amp; AI Practice),Kasadara Technology Solutions,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-engineer-data-amp-ai-practice-at-kasadara-technology-solutions-4449456176?position=23&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=RCw7%2Fb7aZPRFSozTx3e54g%3D%3D,3 weeks ago,2026-08-05,Mid-Senior level,"₹3,000,000.00
            -
            ₹5,000,000.00","Python, SQL, Machine Learning, Deep Learning, Artificial Intelligence, NLP, Power BI, Azure, Docker, Kubernetes, Databricks, PostgreSQL, Git",Full-time,3000000.0,5000000.0
Data Scientist (Microsoft 365 Copilot / AI),Vivantify Technology Solutions India Pvt. Ltd.,"Vadodara, Gujarat, India",https://in.linkedin.com/jobs/view/data-scientist-microsoft-365-copilot-ai-at-vivantify-technology-solutions-india-pvt-ltd-4457401756?position=24&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=jk%2FyU4ikPqblktJ%2FDGHyRQ%3D%3D,1 day ago,2026-08-25,,,,,,
Data Scientist – LLM & Applied AI,OmniMD,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/data-scientist-%E2%80%93-llm-applied-ai-at-omnimd-4457907801?position=25&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=QPQFPZY%2B1cQmjuMIDoMmfw%3D%3D,46 minutes ago,2026-08-26,Mid-Senior level,"₹18.00
            -
            ₹20.00",,Full-time,18.0,20.0
Data Scientist,Celebal Technologies,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/data-scientist-at-celebal-technologies-4453514682?position=26&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=TnOm4mErZiEWDmOlxSw9Rw%3D%3D,1 week ago,2026-08-14,,,,,,
AI/ML Engineer,ChicMic Studios,"Sahibzada Ajit Singh Nagar, Punjab, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-chicmic-studios-4441042809?position=27&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=HKxP0ZDCmtXpWikVqI%2Fqhg%3D%3D,1 month ago,2026-07-22,Mid-Senior level,"Base pay range ₹600,000.00/yr - ₹1,600,000.00/yr","Python, R, Machine Learning, Deep Learning, PyTorch, Hugging Face, AWS, Azure, GCP, Docker, Git",Full-time,600000.0,1600000.0
AI/ML Lead,vBots,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-lead-at-vbots-4431042492?position=28&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=LLjMDDZ%2FD8jijapY9k16CQ%3D%3D,1 month ago,2026-06-28,,,,,,
Machine Learning  Engineer Mid Level,CapeStart,"Nagercoil, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-mid-level-at-capestart-4416630757?position=29&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=xZ0pxfxWOpGgRrmLTa%2BoLA%3D%3D,3 months ago,2026-05-19,Mid-Senior level,"₹600,000.00
            -
            ₹1,500,000.00","Python, SQL, Machine Learning, Deep Learning, TensorFlow, PyTorch, Keras, Pandas, NumPy, AWS, Azure, GCP, Spark",Full-time,600000.0,1500000.0
AI / ML Engineer,Sequence Dynamics,"Itanagar, Arunachal Pradesh, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-sequence-dynamics-4449430937?position=30&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=z0uWqVL1CAcjdnBy0OrfXA%3D%3D,3 weeks ago,2026-08-05,Mid-Senior level,,"Python, NLP, TensorFlow, PyTorch",Full-time,,
Artificial Intelligence Manager,Orlin Apparel,"Surat, Gujarat, India",https://in.linkedin.com/jobs/view/artificial-intelligence-manager-at-orlin-apparel-4457229808?position=31&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=c9OUMNwPebAm6MJ9bwZbYA%3D%3D,2 hours ago,2026-08-26,Mid-Senior level,,"Machine Learning, Artificial Intelligence",Full-time,,
"Gen AI |
ML- Data Scientist",Quadratyx,"Aonla, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/gen-ai-%0Aml-data-scientist-at-quadratyx-4449480641?position=32&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=7Xyt74lRq85WGZlKUA207g%3D%3D,3 weeks ago,2026-08-05,Mid-Senior level,"₹600,000.00
            -
            ₹1,100,000.00","Machine Learning, Artificial Intelligence, NLP",Full-time,600000.0,1100000.0
Data Engineer,"Simelabs - Digital, AI/ML, Automation, Robotics, Gen AI.","Kochi, Kerala, India",https://in.linkedin.com/jobs/view/data-engineer-at-simelabs-digital-ai-ml-automation-robotics-gen-ai-4446603263?position=33&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=UKTB4iI07mmH5v0O9Cmbwg%3D%3D,3 weeks ago,2026-08-04,Mid-Senior level,"₹1,200,000.00
            -
            ₹2,500,000.00","Python, SQL, AWS, Azure, GCP, Docker, Spark, PostgreSQL, Git",Full-time,1200000.0,2500000.0
ML-Ops,Sia,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/ml-ops-at-sia-4452245349?position=34&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=UMU3DTg7gVpTO5S3ff9Mpw%3D%3D,1 week ago,2026-08-17,Mid-Senior level,"₹2,000,000.00
            -
            ₹3,800,000.00","Python, Pandas, NumPy, Scikit-learn, GCP, Git",Full-time,2000000.0,3800000.0
Senior Data Scientist,EG A/S,"Mangaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-eg-a-s-4454298421?position=35&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=wCD%2BWok3%2F1tHjmDfPtetJw%3D%3D,1 week ago,2026-08-17,Mid-Senior level,,"Python, SQL, NLP, TensorFlow, PyTorch, Keras, Power BI, AWS, Azure",Full-time,,
Junior Data Scientist,Comviva,"Yelahanka Satellite Town, Karnataka, India",https://in.linkedin.com/jobs/view/junior-data-scientist-at-comviva-4432563093?position=36&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=ittIn4jyYw426p%2FZrMRFbA%3D%3D,2 months ago,2026-06-24,Mid-Senior level,,"Python, SQL, R, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Scikit-learn, AWS, Azure",Full-time,,
CT-NITRO-Experimental AI Engineer,EY,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/ct-nitro-experimental-ai-engineer-at-ey-4456875771?position=37&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=5wTtjA9ju4zv7PAPx5JlRA%3D%3D,1 day ago,2026-08-24,Associate,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, Machine Learning, Deep Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Keras, Hugging Face, Docker, Git",Full-time,1000000.0,3000000.0
AI Engineer,"C3iHub, IIT Kanpur","Kanpur, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/ai-engineer-at-c3ihub-iit-kanpur-4456214022?position=38&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=ognF4u1B%2FI1dmgiFzKqTQA%3D%3D,5 days ago,2026-08-21,Mid-Senior level,"₹400,000.00
            -
            ₹700,000.00","Python, R, Machine Learning, Deep Learning, TensorFlow, PyTorch, Scikit-learn, Docker, Git",Full-time,400000.0,700000.0
"Digital Transformation & AI Specialist - Ahmedabad, India",Qatar Airways,Greater Ahmedabad Area,https://in.linkedin.com/jobs/view/digital-transformation-ai-specialist-ahmedabad-india-at-qatar-airways-4452378652?position=39&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=rNG4s4mN9szJkg9CWPCPDw%3D%3D,2 weeks ago,2026-08-12,Mid-Senior level,,"Python, SQL, Deep Learning, NLP, TensorFlow, PyTorch",Full-time,,
Data Scientist,SourcingXPress,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/data-scientist-at-sourcingxpress-4453118547?position=40&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=3PTFkVLkQYUAl1UKz76iwg%3D%3D,1 week ago,2026-08-17,Mid-Senior level,"₹100,000.00
            -
            ₹120,000.00","Python, Machine Learning, Deep Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Keras, Hugging Face, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP",Full-time,100000.0,120000.0
AI Engineer / Machine Learning Engineer,Uest,"Rajkot, Gujarat, India",https://in.linkedin.com/jobs/view/ai-engineer-machine-learning-engineer-at-uest-4433560834?position=41&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=H%2BP2DMl2Iz%2BkwxDz2lweHA%3D%3D,2 months ago,2026-06-26,Entry level,"₹18.00
            -
            ₹20.00","Python, SQL, R, Java, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Keras, Scikit-learn, AWS, Azure, MongoDB",Full-time,18.0,20.0
Data Scientist,Tessely,"Ajmer, Rajasthan, India",https://in.linkedin.com/jobs/view/data-scientist-at-tessely-4441138622?position=42&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=Yc7IqweteA5ScuIG4ZC%2FHw%3D%3D,1 month ago,2026-07-17,Entry level,,Machine Learning,Full-time,,
Data Scientist - Marketing & Sales,McKinsey & Company,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-marketing-sales-at-mckinsey-company-4459006010?position=43&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=jDRmjPQLZ2CYuFJetcSkZg%3D%3D,18 hours ago,2026-08-25,Mid-Senior level,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, Spark",Full-time,1200000.0,1800000.0
Gen AI-AI and Data Science Engineer III,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/gen-ai-ai-and-data-science-engineer-iii-at-deloitte-4425090694?position=44&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=JXB6awlxKpAHTa%2B5uA1%2BDQ%3D%3D,2 weeks ago,2026-08-12,Not Applicable,,"Python, SQL, Deep Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Keras, AWS, Azure, GCP, Docker, Git",Full-time,,
Artificial Intelligence Engineer,EYEGLOBAL SOLUTIONS PVT. LTD.,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/artificial-intelligence-engineer-at-eyeglobal-solutions-pvt-ltd-4429855898?position=45&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=pIr60NmhLbhcueAjhOrNxA%3D%3D,1 week ago,2026-08-13,Associate,"Base pay range ₹1,500,000.00/yr - ₹2,500,000.00/yr",,Full-time,1500000.0,2500000.0
Artificial Intelligence Engineer,TING,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/artificial-intelligence-engineer-at-ting-4457234095?position=46&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=yRnPbwrxhq%2FWBvd2FHZPvg%3D%3D,5 hours ago,2026-08-26,Associate,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, GCP, PostgreSQL",Full-time,1000000.0,3000000.0
AI/LLM Data Intelligence Engineer,Clearstate,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/ai-llm-data-intelligence-engineer-at-clearstate-4452351525?position=47&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=GsxxgX7dBmaCNQEgaHO4Jg%3D%3D,2 weeks ago,2026-08-12,Associate,"₹1,300,000.00
            -
            ₹1,800,000.00","Python, SQL, R, Hugging Face, AWS, Azure, GCP",Full-time,1300000.0,1800000.0
Data Scientist,Dun & Bradstreet India,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-dun-bradstreet-india-4453411229?position=48&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=mTQoEZbNMQBDPyVOH9IgAA%3D%3D,1 week ago,2026-08-19,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, AWS, Azure, GCP, Docker",Full-time,1000000.0,3000000.0
"Gen AI |
ML- Data Scientist",Quadratyx,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/gen-ai-%0Aml-data-scientist-at-quadratyx-4449489469?position=49&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=DbstBo2HHE6n5wUnMOwD6w%3D%3D,3 weeks ago,2026-08-05,Mid-Senior level,,"Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Hugging Face",Full-time,,
Data Scientist,BNP Paribas,"Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-bnp-paribas-4452403514?position=50&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=Z88dIlBgOJDnuRYzSYZIjA%3D%3D,2 weeks ago,2026-08-11,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, Artificial Intelligence, Pandas, Spark",Full-time,1000000.0,3000000.0
ML Engineer I,UST,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/ml-engineer-i-at-ust-4387085668?position=51&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=TTMcLjxomTm3HfEKmIYC9Q%3D%3D,4 days ago,2026-08-22,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, Machine Learning, Deep Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP, Docker, Kubernetes, Spark, Git",Full-time,1000000.0,3000000.0
AI & Data Engineer (AIDE),Aistra,"Delhi, India",https://in.linkedin.com/jobs/view/ai-data-engineer-aide-at-aistra-4451519641?position=52&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=D46kC8Lfr9cxGSMH9ACbCA%3D%3D,2 weeks ago,2026-08-11,Mid-Senior level,,"Python, SQL, AWS, Azure, GCP, Spark, Databricks, Git",Full-time,,
AI Technical Lead,Generac,"Ramban, Jammu & Kashmir, India",https://in.linkedin.com/jobs/view/ai-technical-lead-at-generac-4452228635?position=53&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=%2F1zQPmoevllb9hVVLbIpcw%3D%3D,1 week ago,2026-08-17,Mid-Senior level,,"Python, R, Java, Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, AWS, Azure, GCP",Full-time,,
AI/ML Engineer,CloudSmartz | Netsmartz Group,"Sahibzada Ajit Singh Nagar, Punjab, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-cloudsmartz-netsmartz-group-4401385642?position=54&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=%2BT3C2OB2a9RhEnRMLOzc2g%3D%3D,4 months ago,2026-04-13,Mid-Senior level,"₹800,000.00
            -
            ₹1,600,000.00","Python, Machine Learning, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, Matplotlib, AWS, Azure, GCP, Docker, Git",Full-time,800000.0,1600000.0
Artificial Intelligence Data Engineer,EisnerAmper India,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/artificial-intelligence-data-engineer-at-eisneramper-india-4441444596?position=55&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=kET%2BIuEGfALUJgSlbvF%2F5Q%3D%3D,2 weeks ago,2026-08-06,Not Applicable,"₹500,000.00
            -
            ₹1,500,000.00","Machine Learning, Artificial Intelligence, Azure",Full-time,500000.0,1500000.0
AI Engineer,InvarSys,"Indore, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/ai-engineer-at-invarsys-4449531372?position=56&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=P%2FK%2FzdEMnEwKs%2F0ahGiU%2Bg%3D%3D,2 weeks ago,2026-08-10,Mid-Senior level,,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, Scikit-learn, AWS, Azure, GCP",Full-time,,
Straviso - Data Scientist - Artificial Intelligence/Machine Learning,StraViso,Greater Kolkata Area,https://in.linkedin.com/jobs/view/straviso-data-scientist-artificial-intelligence-machine-learning-at-straviso-4438549287?position=57&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=x%2F%2BvzxSc2hqqosGKU3mRHA%3D%3D,1 month ago,2026-07-09,Mid-Senior level,,"Python, SQL, Machine Learning, Deep Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, AWS, Azure, GCP, Docker, Kubernetes, Git",Full-time,,
Machine Learning,App Innovation Technologies,"Tiruchirappalli, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-at-app-innovation-technologies-4306114560?position=58&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=UQGQC8yR%2Bu7T%2BsuZVM6FMg%3D%3D,10 months ago,2025-09-30,Associate,"Base pay range ₹100,000.00/yr - ₹300,000.00/yr","Python, R, Java, Machine Learning, Deep Learning, Artificial Intelligence",Full-time,100000.0,300000.0
Data Scientist (R-19646),Dun & Bradstreet,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-r-19646-at-dun-bradstreet-4444506984?position=59&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=o%2FX2iYvsCJjF7ShQzoFX%2Bg%3D%3D,1 week ago,2026-08-17,Mid-Senior level,,"Python, Artificial Intelligence, AWS, Azure, GCP, Docker",Full-time,,
Data Architect - Gen AI,eInfochips (An Arrow Company),"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/data-architect-gen-ai-at-einfochips-an-arrow-company-4452932683?position=60&pageNum=0&refId=ffrsjRLuKMIPdDJaQ0lclw%3D%3D&trackingId=liudmyIk%2F3u9Vv3ljXK8ow%3D%3D,1 week ago,2026-08-13,,,,,,
Data Scientist-Artificial Intelligence,IBM,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4446241710?position=1&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=exxpfeKK0mlATHU9XoeZmw%3D%3D,18 hours ago,2026-08-25,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Keras, Hugging Face, Pandas, Matplotlib, AWS, Azure, GCP, Kubernetes, MongoDB",Full-time,1000000.0,3000000.0
Senior Data Scientist - I,MetLife,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-scientist-i-at-metlife-4455731862?position=2&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=pU9S54PZ0YyakYKevyBkDw%3D%3D,22 hours ago,2026-08-25,Mid-Senior level,,"Python, Machine Learning, NLP, TensorFlow, PyTorch, Scikit-learn, Azure",Full-time,,
Senior Data Scientist,SourcingXPress,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-sourcingxpress-4384572454?position=3&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=lYj7UY5TO4vNdQWrbVclhw%3D%3D,5 months ago,2026-03-16,Mid-Senior level,"Base pay range ₹2,000,000.00/yr - ₹4,000,000.00/yr","Python, Machine Learning, Deep Learning, AWS, Azure, GCP, Databricks",Full-time,2000000.0,4000000.0
Sr Advanced Data Scientist,Honeywell Technologies,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/sr-advanced-data-scientist-at-honeywell-technologies-4445700716?position=4&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=ZZZBQjkzjeyujq3RcTUKWA%3D%3D,1 week ago,2026-08-18,Mid-Senior level,,"Python, R, Machine Learning, Azure, Databricks",Full-time,,
Senior Data Scientist I,MetLife,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-scientist-i-at-metlife-4446306265?position=5&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=k%2ByBnQ9PKfwqjSmj0nubOQ%3D%3D,3 weeks ago,2026-08-03,Mid-Senior level,,"Python, Machine Learning, NLP, TensorFlow, PyTorch, Scikit-learn, Azure",Full-time,,
Senior Data Scientist,Amplify Health,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-amplify-health-4445437035?position=6&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=mbvCa7bwgvRqaO4Ceu0TNA%3D%3D,4 weeks ago,2026-07-28,Mid-Senior level,"₹2,000,000.00
            -
            ₹4,000,000.00","Python, SQL, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, Azure, Docker, Kubernetes, Databricks",Full-time,2000000.0,4000000.0
Senior Data Scientist,SEI,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/senior-data-scientist-at-sei-4407866688?position=7&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=Vrb2wKB%2Fuv0yEBC%2BQnw1aA%3D%3D,1 week ago,2026-08-14,Mid-Senior level,"₹4,000,000.00
            -
            ₹5,500,000.00","Python, SQL, R, Machine Learning, Artificial Intelligence, TensorFlow, PyTorch, Pandas, Scikit-learn, Matplotlib, Power BI, Tableau, AWS, Azure, GCP, Docker, Kubernetes, Spark",Full-time,4000000.0,5500000.0
Lead Data Scientist,AtkinsRéalis,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-atkinsr%C3%A9alis-4446571831?position=8&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=ZV8zw3cqBtw63Qcd%2F%2BOzpg%3D%3D,3 weeks ago,2026-08-04,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, Hugging Face, Azure",Full-time,1000000.0,3000000.0
Data Scientist - Machine Learning,United Airlines India Knowledge Center,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-machine-learning-at-united-airlines-india-knowledge-center-4457838253?position=9&pageNum=0&refId=g%2BiHbSL5jCTdItB9MSjHRg%3D%3D&trackingId=48a4UW5sEsmdlV6iB%2FfgNA%3D%3D,3 days ago,2026-08-22,Mid-Senior level,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, SQL, Machine Learning, Artificial Intelligence, Git",Full-time,1200000.0,1800000.0
